method,k,w,av_sq,std_sq,av_tq,std_tq,av_oq,std_oq,av_purity,std_purity
evol,5,0.2,0.8717721789876007,0.020240292559308037,0.9838296896889441,0.10209164852069441,0.9278009343382724,0.046311163689939025,0.46812499999999974,0.034605232204965704
evol,5,0.30000000000000004,0.8592118928011863,0.022490055464575952,0.9891698277918067,0.10026039813308427,0.9241908602964964,0.04525867978892495,0.48312500000000014,0.042579953017704224
evol,5,0.4,0.8482526430023343,0.02519913433139263,0.99,0.1,0.919126321501167,0.04495603381986692,0.49875000000000014,0.044292274219727715
evol,5,0.5,0.8482526430023343,0.02519913433139263,0.99,0.1,0.919126321501167,0.04495603381986692,0.49875000000000014,0.044292274219727715
evol,5,0.6000000000000001,0.8482526430023343,0.02519913433139263,0.99,0.1,0.919126321501167,0.04495603381986692,0.49875000000000014,0.044292274219727715
evol,5,0.7000000000000001,0.8482526430023343,0.02519913433139263,0.99,0.1,0.919126321501167,0.04495603381986692,0.49875000000000014,0.044292274219727715
evol,5,0.8,0.8482526430023343,0.02519913433139263,0.99,0.1,0.919126321501167,0.04495603381986692,0.49875000000000014,0.044292274219727715
evol,5,0.9,0.8482526430023343,0.02519913433139263,0.99,0.1,0.919126321501167,0.04495603381986692,0.49875000000000014,0.044292274219727715
evol,5,1.0,0.8482526430023343,0.02519913433139263,0.99,0.1,0.919126321501167,0.04495603381986692,0.49875000000000014,0.044292274219727715
evol,6,0.0,0.8679823260947583,0.024531623462117593,0.8910339632927368,0.09702603280337894,0.8795081446937477,0.04621676109420434,0.47587499999999994,0.03536672057517383
evol,6,0.1,0.8895817531498896,0.017807922013327853,0.9328841850212115,0.1055584729544717,0.911232969085551,0.048811781820302706,0.4965,0.02994523621074263
evol,6,0.2,0.8829924782222289,0.017701300699271356,0.9865429018595393,0.1011965934226826,0.9347676900408841,0.046386699462792697,0.499,0.030961037750467255
evol,6,0.30000000000000004,0.8619058813946724,0.02216437488277111,0.9890512165452228,0.10035363302783389,0.9254785489699477,0.04525753246824104,0.5217499999999999,0.04766054739276269
evol,6,0.4,0.8468907550582447,0.025877823088502463,0.99,0.1,0.9184453775291225,0.044839310829628866,0.5275000000000002,0.04907605929533866
evol,6,0.5,0.8468907550582447,0.025877823088502463,0.99,0.1,0.9184453775291225,0.044839310829628866,0.5275000000000002,0.04907605929533866
evol,6,0.6000000000000001,0.8468907550582447,0.025877823088502463,0.99,0.1,0.9184453775291225,0.044839310829628866,0.5275000000000002,0.04907605929533866
evol,6,0.7000000000000001,0.8468907550582447,0.025877823088502463,0.99,0.1,0.9184453775291225,0.044839310829628866,0.5275000000000002,0.04907605929533866
evol,6,0.8,0.8468907550582447,0.025877823088502463,0.99,0.1,0.9184453775291225,0.044839310829628866,0.5275000000000002,0.04907605929533866
evol,6,0.9,0.8468907550582447,0.025877823088502463,0.99,0.1,0.9184453775291225,0.044839310829628866,0.5275000000000002,0.04907605929533866
evol,6,1.0,0.8468907550582447,0.025877823088502463,0.99,0.1,0.9184453775291225,0.044839310829628866,0.5275000000000002,0.04907605929533866
evol,7,0.0,0.8559041340654967,0.029992422866868044,0.9020368664378994,0.09919197864241235,0.8789705002516982,0.046054288630767895,0.4592500000000001,0.04805628539178372
evol,7,0.1,0.8904062824738296,0.01795389401159085,0.9300918811635455,0.10544685657682062,0.9102490818186877,0.04896173778204371,0.498875,0.026417813759627873
evol,7,0.2,0.8868952463282482,0.017860171250294304,0.9835163416726962,0.10232570933024955,0.9352057940004722,0.046837496115985845,0.5424999999999998,0.03839422041943503
evol,7,0.30000000000000004,0.8600500269261079,0.02294261975120745,0.9890064236440782,0.10039246559324125,0.9245282252850933,0.04518561548772395,0.5287500000000003,0.047424181914958015
evol,7,0.4,0.8470630582647369,0.0258900338567926,0.99,0.1,0.9185315291323686,0.04483762294156528,0.549875,0.052117261676401086
evol,7,0.5,0.8470630582647369,0.0258900338567926,0.99,0.1,0.9185315291323686,0.04483762294156528,0.549875,0.052117261676401086
evol,7,0.6000000000000001,0.8470630582647369,0.0258900338567926,0.99,0.1,0.9185315291323686,0.04483762294156528,0.549875,0.052117261676401086
evol,7,0.7000000000000001,0.8470630582647369,0.0258900338567926,0.99,0.1,0.9185315291323686,0.04483762294156528,0.549875,0.052117261676401086
evol,7,0.8,0.8470630582647369,0.0258900338567926,0.99,0.1,0.9185315291323686,0.04483762294156528,0.549875,0.052117261676401086
evol,7,0.9,0.8470630582647369,0.0258900338567926,0.99,0.1,0.9185315291323686,0.04483762294156528,0.549875,0.052117261676401086
evol,7,1.0,0.8470630582647369,0.0258900338567926,0.99,0.1,0.9185315291323686,0.04483762294156528,0.549875,0.052117261676401086
evol,8,0.0,0.8694112286547369,0.026406647758582175,0.8881393657960674,0.0973590866050876,0.8787752972254023,0.046417096538597075,0.48474999999999996,0.0416886305746773
evol,8,0.1,0.8914147662690151,0.018353136541874367,0.9277355117521006,0.10572806573799394,0.9095751390105581,0.04898111861118193,0.50275,0.026327147336327322
evol,8,0.2,0.8879775488106633,0.01817313354102944,0.9852002254489776,0.10173098364543609,0.9365888871298205,0.046511363142230734,0.5374999999999999,0.033943283056393714
evol,8,0.30000000000000004,0.8681722062607791,0.023636623553306077,0.9883594775857378,0.10049983571650016,0.9282658419232586,0.04567498839406324,0.5654999999999998,0.044669097627199526
evol,8,0.4,0.8481257983870744,0.025789750195289618,0.99,0.1,0.9190628991935372,0.04484267656335475,0.5692499999999999,0.050515649140447635
evol,8,0.5,0.8481257983870744,0.025789750195289618,0.99,0.1,0.9190628991935372,0.04484267656335475,0.5692499999999999,0.050515649140447635
evol,8,0.6000000000000001,0.8481257983870744,0.025789750195289618,0.99,0.1,0.9190628991935372,0.04484267656335475,0.5692499999999999,0.050515649140447635
evol,8,0.7000000000000001,0.8481257983870744,0.025789750195289618,0.99,0.1,0.9190628991935372,0.04484267656335475,0.5692499999999999,0.050515649140447635
evol,8,0.8,0.8481257983870744,0.025789750195289618,0.99,0.1,0.9190628991935372,0.04484267656335475,0.5692499999999999,0.050515649140447635
evol,8,0.9,0.8481257983870744,0.025789750195289618,0.99,0.1,0.9190628991935372,0.04484267656335475,0.5692499999999999,0.050515649140447635
evol,8,1.0,0.8481257983870744,0.025789750195289618,0.99,0.1,0.9190628991935372,0.04484267656335475,0.5692499999999999,0.050515649140447635
evol,9,0.0,0.8697773083372377,0.02670714089024452,0.8883860615957327,0.09695558942706377,0.8790816849664855,0.04624646062915535,0.4838749999999999,0.04025232128321134
evol,9,0.1,0.8906417298458652,0.01851385169308291,0.9301720232630413,0.10545863437571226,0.9104068765544535,0.04896553924652373,0.500125,0.023935347999107588
evol,9,0.2,0.8849247077007767,0.0189192494804695,0.9828966452880568,0.1033164942133109,0.9339106764944171,0.04711810672075099,0.5041249999999997,0.035491454014745696
evol,9,0.30000000000000004,0.88760345468056,0.017361037820238505,0.9875507410495493,0.10143573904836252,0.9375770978650544,0.04655390811503897,0.5652499999999998,0.04662132537581895
evol,9,0.4,0.8677158325545838,0.020957471500888957,0.9889759651766811,0.10042000378285554,0.9283458988656325,0.045454669488821584,0.5894999999999999,0.04819075103013528
evol,9,0.5,0.848730239570867,0.02580456605782341,0.99,0.1,0.9193651197854337,0.044827662833612746,0.58625,0.050330348095298724
evol,9,0.6000000000000001,0.848730239570867,0.02580456605782341,0.99,0.1,0.9193651197854337,0.044827662833612746,0.58625,0.050330348095298724
evol,9,0.7000000000000001,0.848730239570867,0.02580456605782341,0.99,0.1,0.9193651197854337,0.044827662833612746,0.58625,0.050330348095298724
evol,9,0.8,0.848730239570867,0.02580456605782341,0.99,0.1,0.9193651197854337,0.044827662833612746,0.58625,0.050330348095298724
evol,9,0.9,0.848730239570867,0.02580456605782341,0.99,0.1,0.9193651197854337,0.044827662833612746,0.58625,0.050330348095298724
evol,9,1.0,0.848730239570867,0.02580456605782341,0.99,0.1,0.9193651197854337,0.044827662833612746,0.58625,0.050330348095298724
evol,10,0.0,0.8561275307588345,0.03066957148917607,0.9018673885311024,0.09937990925871175,0.8789974596449686,0.0460235558840306,0.4607500000000001,0.04697342360582764
evol,10,0.1,0.8909980000538715,0.019141815529619983,0.9288533939735464,0.10533324327760836,0.9099256970137093,0.048640082240039045,0.50075,0.026040227232945457
evol,10,0.2,0.8908263868228127,0.01961684393475107,0.9680486408813855,0.10954359193019483,0.9294375138520994,0.049478794410315614,0.550875,0.0434560834276248
evol,10,0.30000000000000004,0.8878098577740954,0.017979864621405408,0.9881079118271373,0.10073765616999406,0.9379588848006165,0.04601422163456248,0.6252499999999999,0.05356542775433657
evol,10,0.4,0.8717104861402231,0.020514301659007937,0.9891485124209971,0.10027612547584208,0.93042949928061,0.04539156161850493,0.5899999999999997,0.052854144644110986
evol,10,0.5,0.8527460178551229,0.025169279533141742,0.99,0.1,0.9213730089275616,0.044882544440186,0.6032500000000003,0.053878018793297414
evol,10,0.6000000000000001,0.8527460178551229,0.025169279533141742,0.99,0.1,0.9213730089275616,0.044882544440186,0.6032500000000003,0.053878018793297414
evol,10,0.7000000000000001,0.8527460178551229,0.025169279533141742,0.99,0.1,0.9213730089275616,0.044882544440186,0.6032500000000003,0.053878018793297414
evol,10,0.8,0.8527460178551229,0.025169279533141742,0.99,0.1,0.9213730089275616,0.044882544440186,0.6032500000000003,0.053878018793297414
evol,10,0.9,0.8527460178551229,0.025169279533141742,0.99,0.1,0.9213730089275616,0.044882544440186,0.6032500000000003,0.053878018793297414
evol,10,1.0,0.8527460178551229,0.025169279533141742,0.99,0.1,0.9213730089275616,0.044882544440186,0.6032500000000003,0.053878018793297414
moscat,2,0.0,0.8317657130542194,0.02709055299497077,0.9224048036882039,0.1039811498147638,0.8770852583712114,0.04879726894919058,0.3711249999999998,0.04573664042950441
moscat,2,0.1,0.8317657130542194,0.02709055299497077,0.9224048036882039,0.1039811498147638,0.8770852583712114,0.04879726894919058,0.3711249999999998,0.04573664042950441
moscat,2,0.2,0.8317657130542194,0.02709055299497077,0.9224048036882039,0.1039811498147638,0.8770852583712114,0.04879726894919058,0.3711249999999998,0.04573664042950441
moscat,2,0.30000000000000004,0.8317657130542194,0.02709055299497077,0.9224048036882039,0.1039811498147638,0.8770852583712114,0.04879726894919058,0.3711249999999998,0.04573664042950441
moscat,2,0.4,0.8317657130542194,0.02709055299497077,0.9224048036882039,0.1039811498147638,0.8770852583712114,0.04879726894919058,0.3711249999999998,0.04573664042950441
moscat,2,0.5,0.8315369887567945,0.027248100620804707,0.9244439084813054,0.10319103757542668,0.8779904486190496,0.04828150312885474,0.3711249999999998,0.046455657960744204
moscat,2,0.6000000000000001,0.8314383800469044,0.02714249871055414,0.9273013242379469,0.10188773908421972,0.8793698521424252,0.04772721210999935,0.3703749999999999,0.04625
moscat,2,0.7000000000000001,0.8291161537426183,0.028219181381497496,0.9353004889129681,0.10059057214361983,0.882208321327793,0.046580587549131136,0.36500000000000005,0.048232653761625936
moscat,2,0.8,0.8330019159841587,0.027693194663416323,0.9899920273582218,0.09999922646116532,0.9114969716711901,0.04469350876750886,0.27999999999999997,0.016380112356393667
moscat,2,0.9,0.8330019159841587,0.027693194663416323,0.9899920273582218,0.09999922646116532,0.9114969716711901,0.04469350876750886,0.27999999999999997,0.016380112356393667
moscat,2,1.0,0.8329958718289981,0.027688731411181045,0.99,0.1,0.9114979359144989,0.044699072096508835,0.28087499999999993,0.016709698236398972
moscat,3,0.0,0.8357367721940139,0.02793460696365037,0.916013031767823,0.10487734510094161,0.8758749019809183,0.04864279362768016,0.38787499999999986,0.04847598463010923
moscat,3,0.1,0.8357367721940139,0.02793460696365037,0.916013031767823,0.10487734510094161,0.8758749019809183,0.04864279362768016,0.38787499999999986,0.04847598463010923
moscat,3,0.2,0.8357367721940139,0.02793460696365037,0.916013031767823,0.10487734510094161,0.8758749019809183,0.04864279362768016,0.38787499999999986,0.04847598463010923
moscat,3,0.30000000000000004,0.8357367721940139,0.02793460696365037,0.916013031767823,0.10487734510094161,0.8758749019809183,0.04864279362768016,0.38787499999999986,0.04847598463010923
moscat,3,0.4,0.8357367721940139,0.02793460696365037,0.916013031767823,0.10487734510094161,0.8758749019809183,0.04864279362768016,0.38787499999999986,0.04847598463010923
moscat,3,0.5,0.8356855200565485,0.02793245243645814,0.9176822906080442,0.1036148387532738,0.8766839053322962,0.048042606906105415,0.38787499999999986,0.0487681266481262
moscat,3,0.6000000000000001,0.8469056966369181,0.025757824383054642,0.9146356615190725,0.09765559563549024,0.8807706790779954,0.045253710090668,0.4425000000000002,0.04643204005247178
moscat,3,0.7000000000000001,0.8462506800997945,0.025959556010404384,0.9224753325457153,0.09705820069372274,0.884363006322755,0.044846499607402335,0.4308750000000002,0.0468534883299725
moscat,3,0.8,0.8420886997104184,0.025144930111580383,0.9643271088194344,0.1021673731287683,0.9032079042649265,0.04650720066350917,0.4341250000000001,0.05151906457954682
moscat,3,0.9,0.8400487998725507,0.026494118772481843,0.9899942539518716,0.09999943609804277,0.9150215269122112,0.04479489245886446,0.3972499999999999,0.03737690233664139
moscat,3,1.0,0.8400311509315056,0.026492947330504044,0.99,0.1,0.9150155754657529,0.04479831002249952,0.39762499999999984,0.03750820617282344
moscat,4,0.0,0.8513455490798008,0.025571576480435548,0.9069348011183783,0.09916444823018564,0.8791401750990897,0.04605574001982476,0.4500000000000001,0.04588495715296346
moscat,4,0.1,0.8513455490798008,0.025571576480435548,0.9069348011183783,0.09916444823018564,0.8791401750990897,0.04605574001982476,0.4500000000000001,0.04588495715296346
moscat,4,0.2,0.8513455490798008,0.025571576480435548,0.9069348011183783,0.09916444823018564,0.8791401750990897,0.04605574001982476,0.4500000000000001,0.04588495715296346
moscat,4,0.30000000000000004,0.8513455490798008,0.025571576480435548,0.9069348011183783,0.09916444823018564,0.8791401750990897,0.04605574001982476,0.4500000000000001,0.04588495715296346
moscat,4,0.4,0.8513455490798008,0.025571576480435548,0.9069348011183783,0.09916444823018564,0.8791401750990897,0.04605574001982476,0.4500000000000001,0.04588495715296346
moscat,4,0.5,0.8512947170206602,0.02556382169143922,0.9073305266128447,0.09869656113285104,0.8793126218167526,0.04578187344503096,0.4498750000000002,0.04579871281989916
moscat,4,0.6000000000000001,0.8618725684562832,0.022561357672633658,0.9067408125094731,0.0942901777865701,0.8843066904828782,0.0438567334948474,0.4816250000000001,0.041872785634200126
moscat,4,0.7000000000000001,0.8597552121144606,0.02335320858830201,0.917508265334757,0.09676998464361351,0.8886317387246092,0.0447806766868479,0.47837500000000005,0.04487127351511975
moscat,4,0.8,0.8522560716354712,0.022621981022702853,0.9710858541394248,0.10259356845105053,0.911670962887448,0.04670713912682206,0.46849999999999964,0.04243533404790842
moscat,4,0.9,0.8431705993476727,0.02601641500760031,0.99,0.1,0.9165852996738362,0.04484244267504044,0.4305000000000001,0.04555078196226424
moscat,4,1.0,0.8431705993476727,0.02601641500760031,0.99,0.1,0.9165852996738362,0.04484244267504044,0.4305000000000001,0.04555078196226424
moscat,5,0.0,0.8529414760186037,0.02725057024877112,0.9055683673988186,0.09976811794256328,0.8792549217087113,0.04639098027997664,0.4510000000000002,0.045493922338010924
moscat,5,0.1,0.8529414760186037,0.02725057024877112,0.9055683673988186,0.09976811794256328,0.8792549217087113,0.04639098027997664,0.4510000000000002,0.045493922338010924
moscat,5,0.2,0.8529414760186037,0.02725057024877112,0.9055683673988186,0.09976811794256328,0.8792549217087113,0.04639098027997664,0.4510000000000002,0.045493922338010924
moscat,5,0.30000000000000004,0.8529414760186037,0.02725057024877112,0.9055683673988186,0.09976811794256328,0.8792549217087113,0.04639098027997664,0.4510000000000002,0.045493922338010924
moscat,5,0.4,0.8529094268148054,0.027231044930404517,0.9057528828012507,0.0994737001265451,0.8793311548080283,0.04627925562233113,0.4512500000000002,0.04583333333333333
moscat,5,0.5,0.8533201944692663,0.02691002408681906,0.9066475846779586,0.09860754037159913,0.8799838895736126,0.045947264803707054,0.45137500000000025,0.04494297031581335
moscat,5,0.6000000000000001,0.8637548052121897,0.022899679723423032,0.9055720575989783,0.09417541153340647,0.8846634314055841,0.04391987063097788,0.4826250000000001,0.038920689559122354
moscat,5,0.7000000000000001,0.8662496360061626,0.022251862540689935,0.9184709728813375,0.0993134312150866,0.8923603044437504,0.045914063380616946,0.4726250000000001,0.04782831116070113
moscat,5,0.8,0.8667064170773409,0.021083735185384138,0.9745318306843836,0.1021305767142857,0.9206191238808621,0.04656497372939913,0.46500000000000014,0.05146220541191939
moscat,5,0.9,0.8482526430023343,0.02519913433139263,0.99,0.1,0.919126321501167,0.04495603381986692,0.49875000000000014,0.044292274219727715
moscat,5,1.0,0.8482526430023343,0.02519913433139263,0.99,0.1,0.919126321501167,0.04495603381986692,0.49875000000000014,0.044292274219727715
moscat,6,0.0,0.8679823260947583,0.024531623462117593,0.8910339632927368,0.09702603280337894,0.8795081446937477,0.04621676109420434,0.47587499999999994,0.03536672057517383
moscat,6,0.1,0.8679823260947583,0.024531623462117593,0.8910339632927368,0.09702603280337894,0.8795081446937477,0.04621676109420434,0.47587499999999994,0.03536672057517383
moscat,6,0.2,0.8679823260947583,0.024531623462117593,0.8910339632927368,0.09702603280337894,0.8795081446937477,0.04621676109420434,0.47587499999999994,0.03536672057517383
moscat,6,0.30000000000000004,0.8679823260947583,0.024531623462117593,0.8910339632927368,0.09702603280337894,0.8795081446937477,0.04621676109420434,0.47587499999999994,0.03536672057517383
moscat,6,0.4,0.8682474391548419,0.024247708580741118,0.8924296304598479,0.09719062450428786,0.8803385348073454,0.04635078416917599,0.47687499999999994,0.03732598513993524
moscat,6,0.5,0.8657029687894456,0.02376645107628132,0.8936513511410266,0.09431754392953469,0.8796771599652362,0.044529483857951975,0.4821249999999999,0.035942179647007744
moscat,6,0.6000000000000001,0.8807655841501526,0.020254247731154394,0.9138187111999236,0.09416685810057421,0.8972921476750383,0.04427686860126131,0.48599999999999993,0.03446378570692032
moscat,6,0.7000000000000001,0.8806887358001706,0.01881457254148135,0.9251405525264768,0.09656327367368682,0.9029146441633235,0.04477487413857208,0.48662500000000003,0.03404797380464835
moscat,6,0.8,0.8654917904343205,0.02409453025733459,0.9817701860803234,0.10149308932584074,0.9236309882573219,0.04668201920652852,0.5042499999999999,0.047013725698357545
moscat,6,0.9,0.8468907550582447,0.025877823088502463,0.99,0.1,0.9184453775291225,0.044839310829628866,0.5275000000000002,0.04907605929533866
moscat,6,1.0,0.8468907550582447,0.025877823088502463,0.99,0.1,0.9184453775291225,0.044839310829628866,0.5275000000000002,0.04907605929533866
moscat,7,0.0,0.8559041340654967,0.029992422866868044,0.9020368664378994,0.09919197864241235,0.8789705002516982,0.046054288630767895,0.4592500000000001,0.04805628539178372
moscat,7,0.1,0.8559041340654967,0.029992422866868044,0.9020368664378994,0.09919197864241235,0.8789705002516982,0.046054288630767895,0.4592500000000001,0.04805628539178372
moscat,7,0.2,0.8559041340654967,0.029992422866868044,0.9020368664378994,0.09919197864241235,0.8789705002516982,0.046054288630767895,0.4592500000000001,0.04805628539178372
moscat,7,0.30000000000000004,0.8559041340654967,0.029992422866868044,0.9020368664378994,0.09919197864241235,0.8789705002516982,0.046054288630767895,0.4592500000000001,0.04805628539178372
moscat,7,0.4,0.8558916899368336,0.02996050276881509,0.9021709593919224,0.09915333283337266,0.879031324664378,0.04608565082348904,0.45937500000000014,0.04798249759816151
moscat,7,0.5,0.8812342795277712,0.02035027439876983,0.9040573739929125,0.094538423729904,0.8926458267603422,0.04453570740529603,0.4907499999999999,0.031513785663875526
moscat,7,0.6000000000000001,0.8819201435181725,0.020170113562570872,0.9136025132885736,0.09406948001423651,0.8977613284033731,0.04417889335282717,0.49262499999999987,0.03324301210082133
moscat,7,0.7000000000000001,0.8682115865963419,0.02413668945303684,0.926980657850987,0.10126542708559487,0.8975961222236647,0.04624640371393352,0.48712500000000014,0.04025859435191347
moscat,7,0.8,0.8513011276746735,0.027289354768197466,0.9886374794088661,0.10032133637550784,0.91996930354177,0.04531174307990972,0.5473750000000002,0.047049800340928254
moscat,7,0.9,0.8470630582647369,0.0258900338567926,0.99,0.1,0.9185315291323686,0.04483762294156528,0.549875,0.052117261676401086
moscat,7,1.0,0.8470630582647369,0.0258900338567926,0.99,0.1,0.9185315291323686,0.04483762294156528,0.549875,0.052117261676401086
moscat,8,0.0,0.8694112286547369,0.026406647758582175,0.8881393657960674,0.0973590866050876,0.8787752972254023,0.046417096538597075,0.48474999999999996,0.0416886305746773
moscat,8,0.1,0.8694112286547369,0.026406647758582175,0.8881393657960674,0.0973590866050876,0.8787752972254023,0.046417096538597075,0.48474999999999996,0.0416886305746773
moscat,8,0.2,0.8694112286547369,0.026406647758582175,0.8881393657960674,0.0973590866050876,0.8787752972254023,0.046417096538597075,0.48474999999999996,0.0416886305746773
moscat,8,0.30000000000000004,0.8694112286547369,0.026406647758582175,0.8881393657960674,0.0973590866050876,0.8787752972254023,0.046417096538597075,0.48474999999999996,0.0416886305746773
