method,k,w,av_sq,std_sq,av_tq,std_tq,av_oq,std_oq,av_purity,std_purity
moscat,8,0.4,0.8696097532558309,0.025961841177383663,0.8899960368363238,0.0975076286814264,0.8798028950460776,0.04667360743191023,0.4855,0.043327505435608996
moscat,8,0.5,0.8554480630447727,0.029841546020479427,0.9042386109587919,0.0987899270597284,0.8798433370017824,0.04627842987939896,0.46087500000000015,0.04722925898254601
moscat,8,0.6000000000000001,0.8825319358577903,0.021189644894480126,0.9137632518422241,0.09408090319669762,0.8981475938500074,0.044341426801773436,0.4949999999999999,0.03304802138058672
moscat,8,0.7000000000000001,0.8856831888270446,0.019794786363858338,0.9421742388258798,0.10308639374893776,0.9139287138264622,0.047204493069009444,0.5068750000000001,0.043059119272521734
moscat,8,0.8,0.8481731353143337,0.025780363953367313,0.9899890004160425,0.09999894942081843,0.9190810678651883,0.04483539820262759,0.56875,0.048639962578069074
moscat,8,0.9,0.8481731353143337,0.025780363953367313,0.9899890004160425,0.09999894942081843,0.9190810678651883,0.04483539820262759,0.56875,0.048639962578069074
moscat,8,1.0,0.8481257983870744,0.025789750195289618,0.99,0.1,0.9190628991935372,0.04484267656335475,0.5692499999999999,0.050515649140447635
moscat,9,0.0,0.8697773083372377,0.02670714089024452,0.8883860615957327,0.09695558942706377,0.8790816849664855,0.04624646062915535,0.4838749999999999,0.04025232128321134
moscat,9,0.1,0.8697773083372377,0.02670714089024452,0.8883860615957327,0.09695558942706377,0.8790816849664855,0.04624646062915535,0.4838749999999999,0.04025232128321134
moscat,9,0.2,0.8697773083372377,0.02670714089024452,0.8883860615957327,0.09695558942706377,0.8790816849664855,0.04624646062915535,0.4838749999999999,0.04025232128321134
moscat,9,0.30000000000000004,0.8697792701590609,0.02671179738724069,0.8884401306493603,0.09691687864555355,0.8791097004042109,0.04625022078323177,0.4842499999999999,0.03951329529475497
moscat,9,0.4,0.856077240732249,0.030482698757841348,0.9025102056653593,0.09915661085256663,0.8792937231988043,0.046260309586962756,0.4602500000000001,0.046716018276779146
moscat,9,0.5,0.8815112135876336,0.021019884301654586,0.9041904317345133,0.0945363797654261,0.8928508226610736,0.04460466115379423,0.4921249999999999,0.028957856438192195
moscat,9,0.6000000000000001,0.8921946373976823,0.01852837338976415,0.9076039579361563,0.0935669675159495,0.8998992976669191,0.0441239142485057,0.5028749999999998,0.030714091705484784
moscat,9,0.7000000000000001,0.8876646632172371,0.01925846835446683,0.9378148924711188,0.10205551062988263,0.9127397778441779,0.04698186476263448,0.5095000000000001,0.04777630958514646
moscat,9,0.8,0.8487769957660936,0.025794734469837047,0.9899902225920378,0.09999906017747102,0.9193836091790655,0.04482121970650056,0.58525,0.048277789401493416
moscat,9,0.9,0.8487769957660936,0.025794734469837047,0.9899902225920378,0.09999906017747102,0.9193836091790655,0.04482121970650056,0.58525,0.048277789401493416
moscat,9,1.0,0.848730239570867,0.02580456605782341,0.99,0.1,0.9193651197854337,0.044827662833612746,0.58625,0.050330348095298724
moscat,10,0.0,0.8561275307588345,0.03066957148917607,0.9018673885311024,0.09937990925871175,0.8789974596449686,0.0460235558840306,0.4607500000000001,0.04697342360582764
moscat,10,0.1,0.8561275307588345,0.03066957148917607,0.9018673885311024,0.09937990925871175,0.8789974596449686,0.0460235558840306,0.4607500000000001,0.04697342360582764
moscat,10,0.2,0.8561275307588345,0.03066957148917607,0.9018673885311024,0.09937990925871175,0.8789974596449686,0.0460235558840306,0.4607500000000001,0.04697342360582764
moscat,10,0.30000000000000004,0.8561068227031662,0.03062551970070499,0.9018605411267933,0.09925984404628514,0.8789836819149801,0.04596238468320861,0.4607500000000001,0.04643271987238605
moscat,10,0.4,0.8565013188837746,0.03112095186644877,0.9002088165590939,0.09945195243018093,0.8783550677214345,0.04587458941292189,0.4607500000000001,0.046838832848676556
moscat,10,0.5,0.8823612174957034,0.021532582181106947,0.9025303718405584,0.09441383500017914,0.8924457946681312,0.044489334195888415,0.49649999999999983,0.0336199796297236
moscat,10,0.6000000000000001,0.8931611570611291,0.017867811777679612,0.9063256005638658,0.09351926074307601,0.8997433788124973,0.04391430596759279,0.50425,0.03062995991581518
moscat,10,0.7000000000000001,0.8861212824508858,0.020485957141824614,0.9399008683914305,0.10241225634034147,0.9130110754211583,0.046905238587077784,0.5098750000000001,0.0593869937381286
moscat,10,0.8,0.8527482424842272,0.025168722817463657,0.9899980672383569,0.09999980663914804,0.9213731548612921,0.04488110353626653,0.6020000000000002,0.0537342882838671
moscat,10,0.9,0.8527482424842272,0.025168722817463657,0.9899980672383569,0.09999980663914804,0.9213731548612921,0.04488110353626653,0.6020000000000002,0.0537342882838671
moscat,10,1.0,0.8527460178551229,0.025169279533141742,0.99,0.1,0.9213730089275616,0.044882544440186,0.6032500000000003,0.053878018793297414
