method,k,w,av_sq,std_sq,av_tq,std_tq,av_total_score,av_purity,std_purity
moscat,7,0.6000000000000001,0.8707521060361836,0.014867885723597405,0.9521621344859086,0.12098209531509757,0.9114571202610461,0.5857948717948719,0.08622740630617738
moscat,7,0.7000000000000001,0.8707331211386924,0.014880370918341785,0.9524901077709985,0.12091247675126757,0.9116116144548454,0.5857435897435898,0.0858202006383511
moscat,7,0.8,0.8701406590293477,0.01519847890465378,0.9557632628286653,0.1206696365534414,0.9129519609290064,0.5894871794871794,0.08510457368166803
moscat,7,0.9,0.8326449379032118,0.026125190154990232,0.9835805116901488,0.12399579638084225,0.9081127247966803,0.515665723351342,0.08251238920441656
moscat,7,1.0,0.8228428430787368,0.027886705331969786,0.9846153846153847,0.12403473458920845,0.9037291138470607,0.5129009518909183,0.08116733841392969
moscat,8,0.0,0.8761631332418968,0.01479964319240266,0.9498864187166605,0.12057001655547077,0.9130247759792786,0.5981862618986366,0.0755839914722282
moscat,8,0.1,0.8761631332418968,0.01479964319240266,0.9498864187166605,0.12057001655547077,0.9130247759792786,0.5981862618986366,0.0755839914722282
moscat,8,0.2,0.8761631332418968,0.01479964319240266,0.9498864187166605,0.12057001655547077,0.9130247759792786,0.5981862618986366,0.0755839914722282
moscat,8,0.30000000000000004,0.8761631332418968,0.01479964319240266,0.9498864187166605,0.12057001655547077,0.9130247759792786,0.5981862618986366,0.0755839914722282
moscat,8,0.4,0.8761631332418968,0.01479964319240266,0.9498864187166605,0.12057001655547077,0.9130247759792786,0.5981862618986366,0.0755839914722282
moscat,8,0.5,0.8761631332418968,0.01479964319240266,0.9498864187166605,0.12057001655547077,0.9130247759792786,0.5981862618986366,0.0755839914722282
moscat,8,0.6000000000000001,0.8761631332418968,0.01479964319240266,0.9498864187166605,0.12057001655547077,0.9130247759792786,0.5981862618986366,0.0755839914722282
moscat,8,0.7000000000000001,0.8761354649784531,0.014826169433338678,0.9500405105125196,0.1203446476607992,0.9130879877454864,0.599570877283252,0.07925619962367755
moscat,8,0.8,0.8727198305698644,0.017493032425818403,0.9533407656497599,0.12028518708717226,0.9130302981098122,0.5835861418403224,0.08800349668355818
moscat,8,0.9,0.8295904284869469,0.0316529987913507,0.9842454443946558,0.12402399113706569,0.9069179364408013,0.49444647074024634,0.07730613637502226
moscat,8,1.0,0.8280614710174553,0.030478867215574305,0.9846153846153847,0.12403473458920845,0.9063384278164199,0.4910835832629731,0.07622360607674523
moscat,9,0.0,0.877081114185839,0.015569578747511331,0.9494271732490295,0.12054466613692087,0.9132541437174343,0.6021972386587773,0.0778777115057715
moscat,9,0.1,0.877081114185839,0.015569578747511331,0.9494271732490295,0.12054466613692087,0.9132541437174343,0.6021972386587773,0.0778777115057715
moscat,9,0.2,0.877081114185839,0.015569578747511331,0.9494271732490295,0.12054466613692087,0.9132541437174343,0.6021972386587773,0.0778777115057715
moscat,9,0.30000000000000004,0.877081114185839,0.015569578747511331,0.9494271732490295,0.12054466613692087,0.9132541437174343,0.6021972386587773,0.0778777115057715
moscat,9,0.4,0.877081114185839,0.015569578747511331,0.9494271732490295,0.12054466613692087,0.9132541437174343,0.6021972386587773,0.0778777115057715
moscat,9,0.5,0.877081114185839,0.015569578747511331,0.9494271732490295,0.12054466613692087,0.9132541437174343,0.6021972386587773,0.0778777115057715
moscat,9,0.6000000000000001,0.877081114185839,0.015569578747511331,0.9494271732490295,0.12054466613692087,0.9132541437174343,0.6021972386587773,0.0778777115057715
moscat,9,0.7000000000000001,0.8770548916777425,0.01559804398309776,0.9496312245626237,0.12028994383093451,0.9133430581201831,0.6038895463510848,0.08159731687361912
moscat,9,0.8,0.8742237301282467,0.018042599051008967,0.9540052244845096,0.12038132898201094,0.9141144773063782,0.602211817168339,0.0952504447345471
moscat,9,0.9,0.8325920958011074,0.0317571920895604,0.9842331588019791,0.12402486486650424,0.9084126273015432,0.5005976003301316,0.07475597939478561
moscat,9,1.0,0.8311460506360104,0.030445459178262677,0.9846153846153847,0.12403473458920845,0.9078807176256976,0.49793812450035657,0.07278953934900219
moscat,10,0.0,0.8812398692518049,0.014582050309120754,0.9474923473626296,0.12020933163397063,0.9143661083072172,0.610524311808593,0.07381682913720171
moscat,10,0.1,0.8812398692518049,0.014582050309120754,0.9474923473626296,0.12020933163397063,0.9143661083072172,0.610524311808593,0.07381682913720171
moscat,10,0.2,0.8812398692518049,0.014582050309120754,0.9474923473626296,0.12020933163397063,0.9143661083072172,0.610524311808593,0.07381682913720171
moscat,10,0.30000000000000004,0.8812398692518049,0.014582050309120754,0.9474923473626296,0.12020933163397063,0.9143661083072172,0.610524311808593,0.07381682913720171
moscat,10,0.4,0.8812398692518049,0.014582050309120754,0.9474923473626296,0.12020933163397063,0.9143661083072172,0.610524311808593,0.07381682913720171
moscat,10,0.5,0.8812398692518049,0.014582050309120754,0.9474923473626296,0.12020933163397063,0.9143661083072172,0.610524311808593,0.07381682913720171
moscat,10,0.6000000000000001,0.8812398692518049,0.014582050309120754,0.9474923473626296,0.12020933163397063,0.9143661083072172,0.610524311808593,0.07381682913720171
moscat,10,0.7000000000000001,0.8807983092486595,0.014867836335671843,0.9496271363951054,0.12024340915772393,0.9152127228218825,0.6196526884486749,0.0839224071273531
moscat,10,0.8,0.8810672985657173,0.014582638672975393,0.9535910929783339,0.12033649534387347,0.9173291957720255,0.611640339593517,0.0775059896263341
moscat,10,0.9,0.838499481775263,0.028486158473394068,0.9842496837330906,0.12402370799907124,0.9113745827541768,0.5197172505840324,0.08443207814692243
moscat,10,1.0,0.8350093177318232,0.028946054691878168,0.9846153846153847,0.12403473458920845,0.9098123511736039,0.5166940176311909,0.08456503287872781
evol,2,0.0,0.8018372751432012,0.01593510583086192,0.9708341570244202,0.1228337732802854,0.8863357160838107,0.3247692307692306,0.01251345429773643
evol,2,0.1,0.8005018751094402,0.016145128189605763,0.9734443805537385,0.12444527751984719,0.8869731278315893,0.3236923076923076,0.01263981634617201
evol,2,0.2,0.7914347184200264,0.01671995963952897,0.9795487758253032,0.1251211534693125,0.8854917471226648,0.3185128205128206,0.01652051301949641
evol,2,0.30000000000000004,0.7905132931676359,0.018763734286151492,0.979190572959233,0.12626876189494146,0.8848519330634343,0.3208717948717948,0.018458633585565154
evol,2,0.4,0.7812217973286494,0.02181617932893009,0.9846153846153847,0.12403473458920845,0.882918590972017,0.31635897435897437,0.01863131955541712
evol,2,0.5,0.7812217973286494,0.02181617932893009,0.9846153846153847,0.12403473458920845,0.882918590972017,0.31635897435897437,0.01863131955541712
evol,2,0.6000000000000001,0.7812217973286494,0.02181617932893009,0.9846153846153847,0.12403473458920845,0.882918590972017,0.31635897435897437,0.01863131955541712
evol,2,0.7000000000000001,0.7812217973286494,0.02181617932893009,0.9846153846153847,0.12403473458920845,0.882918590972017,0.31635897435897437,0.01863131955541712
evol,2,0.8,0.7812217973286494,0.02181617932893009,0.9846153846153847,0.12403473458920845,0.882918590972017,0.31635897435897437,0.01863131955541712
evol,2,0.9,0.7812217973286494,0.02181617932893009,0.9846153846153847,0.12403473458920845,0.882918590972017,0.31635897435897437,0.01863131955541712
evol,2,1.0,0.7812217973286494,0.02181617932893009,0.9846153846153847,0.12403473458920845,0.882918590972017,0.31635897435897437,0.01863131955541712
evol,3,0.0,0.830961812354559,0.015885288162334203,0.9628865159907481,0.12300294193040937,0.8969241641726536,0.4476923076923078,0.039400556419343195
evol,3,0.1,0.8290174909724192,0.016277399023972017,0.9697859706888969,0.1254030928295973,0.899401730830658,0.4448717948717949,0.04513512476087207
evol,3,0.2,0.8215989211923215,0.02228380115767635,0.9716899461665525,0.12719678625797262,0.8966444336794369,0.42564102564102574,0.06121434074480026
evol,3,0.30000000000000004,0.8085527114758682,0.025977689118736658,0.9797538167585842,0.12554948182719766,0.8941532641172262,0.39333333333333337,0.06360686545753794
evol,3,0.4,0.7949173912824913,0.025351077414463127,0.9827982041996818,0.12466943450474766,0.8888577977410864,0.40225641025641024,0.060040806992190776
evol,3,0.5,0.7931330021986897,0.029994483675878442,0.9846153846153847,0.12403473458920845,0.8888741934070372,0.4031794871794872,0.061993589412173325
evol,3,0.6000000000000001,0.7931330021986897,0.029994483675878442,0.9846153846153847,0.12403473458920845,0.8888741934070372,0.4031794871794872,0.061993589412173325
evol,3,0.7000000000000001,0.7931330021986897,0.029994483675878442,0.9846153846153847,0.12403473458920845,0.8888741934070372,0.4031794871794872,0.061993589412173325
evol,3,0.8,0.7931330021986897,0.029994483675878442,0.9846153846153847,0.12403473458920845,0.8888741934070372,0.4031794871794872,0.061993589412173325
evol,3,0.9,0.7931330021986897,0.029994483675878442,0.9846153846153847,0.12403473458920845,0.8888741934070372,0.4031794871794872,0.061993589412173325
evol,3,1.0,0.7931330021986897,0.029994483675878442,0.9846153846153847,0.12403473458920845,0.8888741934070372,0.4031794871794872,0.061993589412173325
evol,4,0.0,0.8462572432812652,0.01580303622964475,0.9632350301281116,0.12264558710285517,0.9047461367046884,0.535076923076923,0.06253084708851175
evol,4,0.1,0.844512957645843,0.016414325591775338,0.9692569400314149,0.12441523143020862,0.9068849488386289,0.5296923076923078,0.0693264296365668
evol,4,0.2,0.8402237243889551,0.018677338110480224,0.9730197763307447,0.1263190093772177,0.9066217503598499,0.517230769230769,0.07368893241650173
evol,4,0.30000000000000004,0.828064137830924,0.0223241334072022,0.976237899061052,0.1269892766650852,0.902151018445988,0.4950769230769232,0.0727584180226755
evol,4,0.4,0.8179868528281684,0.026040904978562464,0.981683979940722,0.124796951677014,0.8998354163844451,0.4851282051282051,0.07807821248566892
evol,4,0.5,0.8092907617010425,0.024212570461837283,0.9846153846153847,0.12403473458920845,0.8969530731582136,0.48266666666666674,0.07315128919650775
evol,4,0.6000000000000001,0.8092907617010425,0.024212570461837283,0.9846153846153847,0.12403473458920845,0.8969530731582136,0.48266666666666674,0.07315128919650775
evol,4,0.7000000000000001,0.8092907617010425,0.024212570461837283,0.9846153846153847,0.12403473458920845,0.8969530731582136,0.48266666666666674,0.07315128919650775
evol,4,0.8,0.8092907617010425,0.024212570461837283,0.9846153846153847,0.12403473458920845,0.8969530731582136,0.48266666666666674,0.07315128919650775
evol,4,0.9,0.8092907617010425,0.024212570461837283,0.9846153846153847,0.12403473458920845,0.8969530731582136,0.48266666666666674,0.07315128919650775
evol,4,1.0,0.8092907617010425,0.024212570461837283,0.9846153846153847,0.12403473458920845,0.8969530731582136,0.48266666666666674,0.07315128919650775
evol,5,0.0,0.8545662161322096,0.017575915603190738,0.9571334817140356,0.12154119273597686,0.9058498489231226,0.5242564102564099,0.06873739200630949
evol,5,0.1,0.8512651154487126,0.016466694408484948,0.9700918477224596,0.12452050624227812,0.9106784815855861,0.5366153846153846,0.06850966149346176
evol,5,0.2,0.8456807229791093,0.020920318683624383,0.9730399613143058,0.12723742850387268,0.9093603421467077,0.5085641025641028,0.0751848860743773
evol,5,0.30000000000000004,0.8301641849842037,0.022462994400619312,0.9781859802321212,0.1267802873397575,0.9041750826081625,0.4868717948717949,0.07051860698868016
evol,5,0.4,0.8153803476969422,0.026839666974084554,0.9846153846153847,0.12403473458920845,0.8999978661561635,0.48674024526198434,0.07036799756331306
evol,5,0.5,0.8153803476969422,0.026839666974084554,0.9846153846153847,0.12403473458920845,0.8999978661561635,0.48674024526198434,0.07036799756331306
evol,5,0.6000000000000001,0.8153803476969422,0.026839666974084554,0.9846153846153847,0.12403473458920845,0.8999978661561635,0.48674024526198434,0.07036799756331306
evol,5,0.7000000000000001,0.8153803476969422,0.026839666974084554,0.9846153846153847,0.12403473458920845,0.8999978661561635,0.48674024526198434,0.07036799756331306
evol,5,0.8,0.8153803476969422,0.026839666974084554,0.9846153846153847,0.12403473458920845,0.8999978661561635,0.48674024526198434,0.07036799756331306
evol,5,0.9,0.8153803476969422,0.026839666974084554,0.9846153846153847,0.12403473458920845,0.8999978661561635,0.48674024526198434,0.07036799756331306
evol,5,1.0,0.8153803476969422,0.026839666974084554,0.9846153846153847,0.12403473458920845,0.8999978661561635,0.48674024526198434,0.07036799756331306
evol,6,0.0,0.864916573413498,0.01573281619361028,0.9552228489754993,0.1213812811722315,0.9100697111944986,0.5691282051282051,0.07077761760504626
evol,6,0.1,0.8618527807326324,0.015975942906060945,0.9646762859331371,0.12460743934729758,0.9132645333328847,0.5730256410256409,0.07685376417831509
evol,6,0.2,0.8527351889614629,0.016429551039349587,0.9721094194956097,0.12610557103461223,0.9124223042285363,0.5473333333333331,0.07695191500035735
evol,6,0.30000000000000004,0.8420791951200794,0.021867330390370556,0.97803803363062,0.1270455443644741,0.9100586143753496,0.506102564102564,0.07880745089291567
evol,6,0.4,0.8266066036539554,0.027327344593674186,0.9823705703960708,0.12506803087684726,0.9044885870250131,0.4931794871794873,0.07458317218146177
evol,6,0.5,0.8191852273438956,0.029040699347610926,0.9846153846153847,0.12403473458920845,0.9019003059796402,0.49235348597890394,0.07175079405711811
evol,6,0.6000000000000001,0.8191852273438956,0.029040699347610926,0.9846153846153847,0.12403473458920845,0.9019003059796402,0.49235348597890394,0.07175079405711811
evol,6,0.7000000000000001,0.8191852273438956,0.029040699347610926,0.9846153846153847,0.12403473458920845,0.9019003059796402,0.49235348597890394,0.07175079405711811
evol,6,0.8,0.8191852273438956,0.029040699347610926,0.9846153846153847,0.12403473458920845,0.9019003059796402,0.49235348597890394,0.07175079405711811
evol,6,0.9,0.8191852273438956,0.029040699347610926,0.9846153846153847,0.12403473458920845,0.9019003059796402,0.49235348597890394,0.07175079405711811
evol,6,1.0,0.8191852273438956,0.029040699347610926,0.9846153846153847,0.12403473458920845,0.9019003059796402,0.49235348597890394,0.07175079405711811
evol,7,0.0,0.8707521060361836,0.014867885723597405,0.9521621344859086,0.12098209531509757,0.9114571202610461,0.5857948717948719,0.08622740630617738
evol,7,0.1,0.8675007739782125,0.0156488914272238,0.9622461842146608,0.12467291680891049,0.9148734790964367,0.5866153846153846,0.08752478281514103
evol,7,0.2,0.862782313815622,0.01698231315273939,0.9709475382265707,0.12646671132984214,0.9168649260210963,0.5738974358974358,0.08117104974212984
evol,7,0.30000000000000004,0.8507273534624866,0.017461174710852317,0.9775577420108637,0.12653968612805294,0.9141425477366751,0.5349230769230767,0.07559740702377264
evol,7,0.4,0.8355361708571487,0.02266604899602036,0.9823508954672266,0.1250886258633197,0.9089435331621877,0.5146153846153847,0.08327642287489062
evol,7,0.5,0.8228428430787368,0.027886705331969786,0.9846153846153847,0.12403473458920845,0.9037291138470607,0.5129009518909183,0.08116733841392969
evol,7,0.6000000000000001,0.8228428430787368,0.027886705331969786,0.9846153846153847,0.12403473458920845,0.9037291138470607,0.5129009518909183,0.08116733841392969
evol,7,0.7000000000000001,0.8228428430787368,0.027886705331969786,0.9846153846153847,0.12403473458920845,0.9037291138470607,0.5129009518909183,0.08116733841392969
evol,7,0.8,0.8228428430787368,0.027886705331969786,0.9846153846153847,0.12403473458920845,0.9037291138470607,0.5129009518909183,0.08116733841392969
evol,7,0.9,0.8228428430787368,0.027886705331969786,0.9846153846153847,0.12403473458920845,0.9037291138470607,0.5129009518909183,0.08116733841392969
evol,7,1.0,0.8228428430787368,0.027886705331969786,0.9846153846153847,0.12403473458920845,0.9037291138470607,0.5129009518909183,0.08116733841392969
evol,8,0.0,0.8761631332418968,0.01479964319240266,0.9498864187166605,0.12057001655547077,0.9130247759792786,0.5981862618986366,0.0755839914722282
evol,8,0.1,0.8678917232524883,0.015675574888765458,0.9611979956071776,0.12522938326231953,0.914544859429833,0.5820324157447906,0.0768930061280334
evol,8,0.2,0.8620930658083168,0.018807113048032044,0.9705984819923258,0.12731472624633686,0.9163457739003213,0.5643932767344139,0.08721662713611933
evol,8,0.30000000000000004,0.8412261468414391,0.02257610590603472,0.9800524210421132,0.12612741567242794,0.9106392839417761,0.5004824341333959,0.07042419014781201
evol,8,0.4,0.8317741535256261,0.027322252787973712,0.982185093183499,0.12527002572931104,0.9069796233545625,0.5025388615409938,0.08658870891909873
evol,8,0.5,0.8280614710174553,0.030478867215574305,0.9846153846153847,0.12403473458920845,0.9063384278164199,0.4910835832629731,0.07622360607674523
evol,8,0.6000000000000001,0.8280614710174553,0.030478867215574305,0.9846153846153847,0.12403473458920845,0.9063384278164199,0.4910835832629731,0.07622360607674523
evol,8,0.7000000000000001,0.8280614710174553,0.030478867215574305,0.9846153846153847,0.12403473458920845,0.9063384278164199,0.4910835832629731,0.07622360607674523
evol,8,0.8,0.8280614710174553,0.030478867215574305,0.9846153846153847,0.12403473458920845,0.9063384278164199,0.4910835832629731,0.07622360607674523
evol,8,0.9,0.8280614710174553,0.030478867215574305,0.9846153846153847,0.12403473458920845,0.9063384278164199,0.4910835832629731,0.07622360607674523
evol,8,1.0,0.8280614710174553,0.030478867215574305,0.9846153846153847,0.12403473458920845,0.9063384278164199,0.4910835832629731,0.07622360607674523
evol,9,0.0,0.877081114185839,0.015569578747511331,0.9494271732490295,0.12054466613692087,0.9132541437174343,0.6021972386587773,0.0778777115057715
evol,9,0.1,0.8730719539954437,0.01536934860148627,0.9602918418268429,0.1254760845881166,0.9166818979111433,0.5917248949489753,0.07911897714003019
evol,9,0.2,0.8712111568010431,0.015643586084349882,0.970536534017692,0.12767800386565417,0.9208738454093676,0.5858519852499788,0.07959846555359933
